"","x"
"22166",10
"22167",3
"22168",4
"22169",12
"22170",10
"22171",14
"22172",10
"22173",8
"22174",4
"22175",3
"22176",3
"22177",14
"22178",14
"22179",10
"22180",7
"22181",12
"22182",7
"22183",15
"22184",12
"22185",7
"22186",10
"22187",14
"22188",8
"22189",10
"22190",4
"22191",5
"22192",8
"22193",12
"22194",15
"22195",10
"22196",10
"22197",10
"22198",8
"22199",12
"22200",1
"22201",10
"22202",12
"22203",6
"22204",1
"22205",10
"22206",1
"22207",1
"22208",14
"22209",7
"22210",10
"22211",4
"22212",13
"22213",4
"22214",15
"22215",1
"22216",10
"22217",9
"22218",1
"22219",10
"22220",15
"22221",4
"22222",10
"22223",12
"22224",8
"22225",13
"22226",12
"22227",14
"22228",6
"22229",10
"22230",8
"22231",10
"22232",10
"22233",14
"22234",3
"22235",14
"22236",13
"22237",1
"22238",1
"22239",8
"22240",3
"22241",14
"22242",1
"22243",8
"22244",2
"22245",13
"22246",10
"22247",10
"22248",12
"22249",4
"22250",4
"22251",6
"22252",8
"22253",12
"22254",8
"22255",11
"22256",7
"22257",3
"22258",1
"22259",8
"22260",3
"22261",3
"22262",8
"22263",1
"22264",6
"22265",8
"22266",11
"22267",1
"22268",4
"22269",2
"22270",11
"22271",13
"22272",1
"22273",6
"22274",8
"22275",4
"22276",8
"22277",15
"22278",1
"22279",1
"22280",8
"22281",13
"22282",13
"22283",3
"22284",10
"22285",8
"22286",13
"22287",1
"22288",10
"22289",15
"22290",5
"22291",10
"22292",2
"22293",14
"22294",12
"22295",10
"22296",14
"22297",1
"22298",8
"22299",3
"22300",2
"22301",15
"22302",2
"22303",15
"22304",14
"22305",10
"22306",10
"22307",1
"22308",14
"22309",9
"22310",2
"22311",8
"22312",6
"22313",13
"22314",15
"22315",8
"22316",12
"22317",1
"22318",4
"22319",10
"22320",12
"22321",15
"22322",14
"22323",4
"22324",1
"22325",3
"22326",1
"22327",10
"22328",8
"22329",12
"22330",8
"22331",1
"22332",14
"22333",1
"22334",1
"22335",4
"22336",8
"22337",3
"22338",4
"22339",1
"22340",8
"22341",10
"22342",10
"22343",14
"22344",12
"22345",15
"22346",4
"22347",1
"22348",1
"22349",15
"22350",12
"22351",1
"22352",4
"22353",8
"22354",12
"22355",3
"22356",13
"22357",8
"22358",12
"22359",3
"22360",15
"22361",13
"22362",1
"22363",1
"22364",10
"22365",1
"22366",1
"22367",8
"22368",12
"22369",10
"22370",1
"22371",13
"22372",10
"22373",1
"22374",14
"22375",10
"22376",13
"22377",1
"22378",10
"22379",3
"22380",14
"22381",13
"22382",6
"22383",6
"22384",4
"22385",12
"22386",7
"22387",8
"22388",1
"22389",1
"22390",10
"22391",6
"22392",12
"22393",1
"22394",14
"22395",12
"22396",3
"22397",10
"22398",8
"22399",6
"22400",14
"22401",8
"22402",8
"22403",10
"22404",15
"22405",10
"22406",1
"22407",5
"22408",1
"22409",13
"22410",8
"22411",12
"22412",4
"22413",8
"22414",8
"22415",1
"22416",4
"22417",12
"22418",12
"22419",10
"22420",12
"22421",8
"22422",1
"22423",10
"22424",10
"22425",1
"22426",10
"22427",9
"22428",1
"22429",1
"22430",1
"22431",14
"22432",1
"22433",14
"22434",15
"22435",14
"22436",9
"22437",2
"22438",4
"22439",5
"22440",12
"22441",4
"22442",6
"22443",9
"22444",2
"22445",6
"22446",1
"22447",14
"22448",4
"22449",8
"22450",5
"22451",10
"22452",10
"22453",10
"22454",13
"22455",3
"22456",15
"22457",1
"22458",1
"22459",2
"22460",10
"22461",1
"22462",14
"22463",1
"22464",1
"22465",9
"22466",10
"22467",13
"22468",10
"22469",3
"22470",10
"22471",10
"22472",10
"22473",1
"22474",8
"22475",1
"22476",10
"22477",1
"22478",12
"22479",4
"22480",3
"22481",6
"22482",8
"22483",12
"22484",4
"22485",12
"22486",15
"22487",12
"22488",14
"22489",15
"22490",10
"22491",10
"22492",8
"22493",1
"22494",10
"22495",8
"22496",8
"22497",3
"22498",2
"22499",8
"22500",10
"22501",1
"22502",3
"22503",2
"22504",14
"22505",10
"22506",14
"22507",3
"22508",15
"22509",6
"22510",8
"22511",15
"22512",10
"22513",9
"22514",3
"22515",14
"22516",4
"22517",10
"22518",14
"22519",7
"22520",10
"22521",10
"22522",12
"22523",10
"22524",1
"22525",3
"22526",1
"22527",1
"22528",10
"22529",10
"22530",14
"22531",14
"22532",10
"22533",12
"22534",1
"22535",14
"22536",8
"22537",8
"22538",14
"22539",3
"22540",12
"22541",10
"22542",8
"22543",10
"22544",5
"22545",13
"22546",4
"22547",14
"22548",10
"22549",12
"22550",10
"22551",15
"22552",12
"22553",8
"22554",12
"22555",5
"22556",10
"22557",12
"22558",14
"22559",10
"22560",2
"22561",12
"22562",7
"22563",4
"22564",1
"22565",15
"22566",3
"22567",13
"22568",8
"22569",2
"22570",1
"22571",1
"22572",10
"22573",8
"22574",12
"22575",4
"22576",10
"22577",12
"22578",8
"22579",10
"22580",12
"22581",14
"22582",13
"22583",3
"22584",6
"22585",14
"22586",8
"22587",8
"22588",9
"22589",15
"22590",12
"22591",14
"22592",2
"22593",1
"22594",2
"22595",12
"22596",9
"22597",8
"22598",10
"22599",1
"22600",1
"22601",8
"22602",1
"22603",8
"22604",4
"22605",1
"22606",10
"22607",12
"22608",8
"22609",15
"22610",8
"22611",1
"22612",10
"22613",10
"22614",15
"22615",10
"22616",10
"22617",10
"22618",1
"22619",1
"22620",13
"22621",12
"22622",10
"22623",13
"22624",5
"22625",10
"22626",12
"22627",10
"22628",15
"22629",1
"22630",4
"22631",8
"22632",14
"22633",3
"22634",15
"22635",8
"22636",14
"22637",14
"22638",14
"22639",12
"22640",8
"22641",10
"22642",5
"22643",6
"22644",14
"22645",10
"22646",14
"22647",10
"22648",6
"22649",8
"22650",10
"22651",14
"22652",3
"22653",12
"22654",1
"22655",15
"22656",1
"22657",2
"22658",7
"22659",10
"22660",1
"22661",2
"22662",14
"22663",3
"22664",1
"22665",9
"22666",15
"22667",3
"22668",3
"22669",12
"22670",10
"22671",8
"22672",8
"22673",1
"22674",3
"22675",1
"22676",10
"22677",8
"22678",10
"22679",8
"22680",2
"22681",13
"22682",12
"22683",12
"22684",10
"22685",1
"22686",12
"22687",9
"22688",10
"22689",10
"22690",12
"22691",1
"22692",1
"22693",10
"22694",1
"22695",14
"22696",9
"22697",10
"22698",14
"22699",10
"22700",12
"22701",10
"22702",3
"22703",13
"22704",10
"22705",8
"22706",10
"22707",10
"22708",8
"22709",10
"22710",2
"22711",13
"22712",1
"22713",7
"22714",8
"22715",14
"22716",10
"22717",8
"22718",10
"22719",4
"22720",11
"22721",2
"22722",1
"22723",8
"22724",6
"22725",8
"22726",8
"22727",5
"22728",4
"22729",13
"22730",10
"22731",9
"22732",3
"22733",1
"22734",6
"22735",12
"22736",10
"22737",3
"22738",8
"22739",1
"22740",2
"22741",2
"22742",4
"22743",10
"22744",11
"22745",10
"22746",1
"22747",15
"22748",6
"22749",15
"22750",10
"22751",10
"22752",10
"22753",15
"22754",12
"22755",4
"22756",12
"22757",12
"22758",1
"22759",10
"22760",10
"22761",6
"22762",1
"22763",3
"22764",1
"22765",10
"22766",3
"22767",1
"22768",12
"22769",10
"22770",15
"22771",4
"22772",8
"22773",15
"22774",13
"22775",10
"22776",15
"22777",3
"22778",4
"22779",1
"22780",1
"22781",12
"22782",1
"22783",4
"22784",10
"22785",1
"22786",10
"22787",10
"22788",10
"22789",12
"22790",4
"22791",13
"22792",10
"22793",14
"22794",10
"22795",13
"22796",3
"22797",13
"22798",10
"22799",8
"22800",12
"22801",10
"22802",14
"22803",12
"22804",14
"22805",7
"22806",4
"22807",14
"22808",14
"22809",6
"22810",15
"22811",15
"22812",1
"22813",15
"22814",12
"22815",10
"22816",1
"22817",9
"22818",14
"22819",1
"22820",10
"22821",1
"22822",1
"22823",10
"22824",12
"22825",8
"22826",14
"22827",13
"22828",3
"22829",10
"22830",1
"22831",10
"22832",10
"22833",2
"22834",1
"22835",8
"22836",4
"22837",10
"22838",7
"22839",1
"22840",12
"22841",9
"22842",10
"22843",4
"22844",15
"22845",10
"22846",12
"22847",1
"22848",10
"22849",15
"22850",14
"22851",15
"22852",3
"22853",1
"22854",13
"22855",1
"22856",1
"22857",13
"22858",1
"22859",10
"22860",10
"22861",3
"22862",10
"22863",12
"22864",15
"22865",10
"22866",12
"22867",10
"22868",2
"22869",14
"22870",6
"22871",15
"22872",10
"22873",10
"22874",1
"22875",13
"22876",6
"22877",1
"22878",8
"22879",15
"22880",15
"22881",8
"22882",14
"22883",3
"22884",1
"22885",10
"22886",10
"22887",10
"22888",10
"22889",10
"22890",4
"22891",13
"22892",15
"22893",10
"22894",1
"22895",9
"22896",14
"22897",12
"22898",3
"22899",8
"22900",1
"22901",1
"22902",12
"22903",3
"22904",14
"22905",15
"22906",10
"22907",14
"22908",3
"22909",10
"22910",14
"22911",1
"22912",1
"22913",9
"22914",8
"22915",1
"22916",8
"22917",14
"22918",8
"22919",1
"22920",10
"22921",1
"22922",9
"22923",15
"22924",10
"22925",12
"22926",12
"22927",10
"22928",14
"22929",10
"22930",9
"22931",10
"22932",14
"22933",1
"22934",13
"22935",5
"22936",1
"22937",11
"22938",6
"22939",1
"22940",14
"22941",10
"22942",10
"22943",1
"22944",4
"22945",10
"22946",15
"22947",15
"22948",8
"22949",14
"22950",8
"22951",2
"22952",2
"22953",15
"22954",4
"22955",15
"22956",7
"22957",1
"22958",1
"22959",6
"22960",12
"22961",1
"22962",8
"22963",13
"22964",10
"22965",10
"22966",10
"22967",14
"22968",12
"22969",1
"22970",10
"22971",9
"22972",14
"22973",12
"22974",10
"22975",15
"22976",13
"22977",1
"22978",15
"22979",12
"22980",6
"22981",1
"22982",10
"22983",12
"22984",4
"22985",10
"22986",10
"22987",8
"22988",8
"22989",10
"22990",15
"22991",13
"22992",1
"22993",14
"22994",6
"22995",10
"22996",14
"22997",7
"22998",8
"22999",3
"23000",15
"23001",2
"23002",12
"23003",14
"23004",14
"23005",1
"23006",10
"23007",10
"23008",12
"23009",1
"23010",3
"23011",7
"23012",1
"23013",6
"23014",10
"23015",8
"23016",10
"23017",6
"23018",12
"23019",1
"23020",1
"23021",12
"23022",3
"23023",10
"23024",10
"23025",8
"23026",3
"23027",3
"23028",10
"23029",10
"23030",15
"23031",10
"23032",10
"23033",10
"23034",10
"23035",2
"23036",10
"23037",10
"23038",10
"23039",4
"23040",1
"23041",13
"23042",1
"23043",15
"23044",12
"23045",13
"23046",10
"23047",1
"23048",14
"23049",14
"23050",8
"23051",13
"23052",6
"23053",4
"23054",8
"23055",2
"23056",14
"23057",12
"23058",15
"23059",15
"23060",10
"23061",10
"23062",12
"23063",2
"23064",15
"23065",12
"23066",13
"23067",8
"23068",1
"23069",4
"23070",8
"23071",1
"23072",10
"23073",1
"23074",13
"23075",13
"23076",15
"23077",4
"23078",12
"23079",10
"23080",10
"23081",8
"23082",10
"23083",12
"23084",13
"23085",8
"23086",10
"23087",14
"23088",1
"23089",12
"23090",12
"23091",1
"23092",15
"23093",3
"23094",12
"23095",8
"23096",10
"23097",12
"23098",14
"23099",13
"23100",4
"23101",4
"23102",1
"23103",9
"23104",10
"23105",4
"23106",12
"23107",1
"23108",6
"23109",5
"23110",2
"23111",8
"23112",10
"23113",1
"23114",3
"23115",10
"23116",1
"23117",10
"23118",8
"23119",10
"23120",14
"23121",13
"23122",7
"23123",2
"23124",14
"23125",15
"23126",12
"23127",10
"23128",3
"23129",10
"23130",1
"23131",10
"23132",8
"23133",15
"23134",4
"23135",3
"23136",8
"23137",3
"23138",4
"23139",8
"23140",6
"23141",6
"23142",10
"23143",15
"23144",14
"23145",1
"23146",10
"23147",6
"23148",9
"23149",1
"23150",9
"23151",14
"23152",4
"23153",12
"23154",12
"23155",12
"23156",10
"23157",4
"23158",10
"23159",1
"23160",13
"23161",12
"23162",1
"23163",13
"23164",7
"23165",12
"23166",4
"23167",1
"23168",10
"23169",1
"23170",14
"23171",14
"23172",2
"23173",8
"23174",14
"23175",13
"23176",10
"23177",1
"23178",1
"23179",4
"23180",1
"23181",14
"23182",10
"23183",6
"23184",10
"23185",10
"23186",8
"23187",10
"23188",14
"23189",10
"23190",1
"23191",1
"23192",3
"23193",6
"23194",12
"23195",8
"23196",4
"23197",1
"23198",14
"23199",8
"23200",12
"23201",2
"23202",15
"23203",10
"23204",13
"23205",1
"23206",10
"23207",14
"23208",2
"23209",15
"23210",10
"23211",10
"23212",12
"23213",1
"23214",10
"23215",6
"23216",12
"23217",6
"23218",10
"23219",1
"23220",13
"23221",6
"23222",14
"23223",10
"23224",14
"23225",10
"23226",5
"23227",14
"23228",15
"23229",8
"23230",6
"23231",1
"23232",4
"23233",15
"23234",13
"23235",8
"23236",13
"23237",1
"23238",15
"23239",3
"23240",12
"23241",12
"23242",4
"23243",3
"23244",2
"23245",4
"23246",9
"23247",2
"23248",11
"23249",8
"23250",10
"23251",13
"23252",4
"23253",12
"23254",4
"23255",4
"23256",10
"23257",12
"23258",2
"23259",10
"23260",2
"23261",7
"23262",8
"23263",14
"23264",1
"23265",14
"23266",10
"23267",10
"23268",3
"23269",14
"23270",1
"23271",12
"23272",15
"23273",9
"23274",13
"23275",3
"23276",4
"23277",12
"23278",14
"23279",1
"23280",10
"23281",15
"23282",15
"23283",3
"23284",10
"23285",10
"23286",1
"23287",1
"23288",10
"23289",1
"23290",4
"23291",1
"23292",12
"23293",3
"23294",9
"23295",13
"23296",1
"23297",14
"23298",1
"23299",12
"23300",1
"23301",10
"23302",7
"23303",10
"23304",4
"23305",1
"23306",10
"23307",1
"23308",13
"23309",14
"23310",3
"23311",9
"23312",10
"23313",15
"23314",10
"23315",1
"23316",13
"23317",15
"23318",7
"23319",3
"23320",6
"23321",1
"23322",14
"23323",10
"23324",12
"23325",13
"23326",1
"23327",14
"23328",10
"23329",15
"23330",5
"23331",9
"23332",1
"23333",1
"23334",8
"23335",13
"23336",10
"23337",7
"23338",12
"23339",12
"23340",1
"23341",13
"23342",4
"23343",2
"23344",13
"23345",9
"23346",1
"23347",14
"23348",1
"23349",6
"23350",4
"23351",8
"23352",10
"23353",10
"23354",1
"23355",8
"23356",3
"23357",1
"23358",14
"23359",12
"23360",8
"23361",4
"23362",8
"23363",14
"23364",10
"23365",10
"23366",8
"23367",10
"23368",14
"23369",10
"23370",8
"23371",13
"23372",10
"23373",5
"23374",6
"23375",15
"23376",10
"23377",8
"23378",14
"23379",14
"23380",10
"23381",12
"23382",12
"23383",4
"23384",13
"23385",1
"23386",4
"23387",10
"23388",8
"23389",4
"23390",5
"23391",2
"23392",10
"23393",3
"23394",15
"23395",1
"23396",1
"23397",6
"23398",8
"23399",8
"23400",15
"23401",1
"23402",10
"23403",12
"23404",1
"23405",10
"23406",8
"23407",10
"23408",10
"23409",1
"23410",15
"23411",14
"23412",15
"23413",10
"23414",8
"23415",14
"23416",14
"23417",1
"23418",11
"23419",10
"23420",10
"23421",1
"23422",1
"23423",12
"23424",3
"23425",10
"23426",8
"23427",13
"23428",10
"23429",12
"23430",10
"23431",10
"23432",8
"23433",2
"23434",8
"23435",3
"23436",1
"23437",10
"23438",10
"23439",3
"23440",1
"23441",10
"23442",1
"23443",1
"23444",3
"23445",13
"23446",1
"23447",5
"23448",3
"23449",6
"23450",15
"23451",10
"23452",14
"23453",1
"23454",15
"23455",10
"23456",4
"23457",14
"23458",8
"23459",10
"23460",14
"23461",10
"23462",6
"23463",1
"23464",8
"23465",1
"23466",1
"23467",13
"23468",8
"23469",15
"23470",1
"23471",10
"23472",15
"23473",10
"23474",10
"23475",1
"23476",10
"23477",1
"23478",14
"23479",15
"23480",14
"23481",12
"23482",10
"23483",8
"23484",12
"23485",9
"23486",10
"23487",1
"23488",14
"23489",9
"23490",15
"23491",3
"23492",8
"23493",10
"23494",10
"23495",3
"23496",13
"23497",4
"23498",15
"23499",10
"23500",3
"23501",10
"23502",5
"23503",12
"23504",15
"23505",2
"23506",3
"23507",1
"23508",1
"23509",10
"23510",8
"23511",10
"23512",8
"23513",10
"23514",1
"23515",10
"23516",8
"23517",3
"23518",14
"23519",14
"23520",1
"23521",8
"23522",12
"23523",13
"23524",10
"23525",12
"23526",8
"23527",3
"23528",3
"23529",10
"23530",8
"23531",4
"23532",1
"23533",12
"23534",12
"23535",14
"23536",13
"23537",10
"23538",2
"23539",14
"23540",3
"23541",14
"23542",3
"23543",9
"23544",14
"23545",10
"23546",1
"23547",8
"23548",8
"23549",1
"23550",10
"23551",8
"23552",1
"23553",8
"23554",8
"23555",10
"23556",1
"23557",1
"23558",12
"23559",10
"23560",2
"23561",8
"23562",8
"23563",3
"23564",3
"23565",12
"23566",12
"23567",10
"23568",2
"23569",4
"23570",8
"23571",14
"23572",12
"23573",10
"23574",1
"23575",1
"23576",4
"23577",14
"23578",12
"23579",1
"23580",8
"23581",14
"23582",13
"23583",2
"23584",8
"23585",14
"23586",8
"23587",10
"23588",15
"23589",6
"23590",14
"23591",8
"23592",2
"23593",15
"23594",10
"23595",10
"23596",3
"23597",8
"23598",10
"23599",6
"23600",6
"23601",14
"23602",11
"23603",12
"23604",12
"23605",1
"23606",1
"23607",12
"23608",10
"23609",8
"23610",12
"23611",6
"23612",9
"23613",8
"23614",10
"23615",15
"23616",15
"23617",1
"23618",15
"23619",11
"23620",3
"23621",10
"23622",10
"23623",1
"23624",10
"23625",1
"23626",10
"23627",4
"23628",12
"23629",1
"23630",8
"23631",12
"23632",10
"23633",4
"23634",5
"23635",12
"23636",8
"23637",7
"23638",13
"23639",3
"23640",14
"23641",3
"23642",14
"23643",1
"23644",2
"23645",4
"23646",1
"23647",8
"23648",8
"23649",8
"23650",10
"23651",10
"23652",13
"23653",12
"23654",10
"23655",13
"23656",12
"23657",6
"23658",8
"23659",13
"23660",4
"23661",10
"23662",2
"23663",10
"23664",12
"23665",10
"23666",10
"23667",1
"23668",2
"23669",1
"23670",15
"23671",1
"23672",8
"23673",4
"23674",10
"23675",14
"23676",13
"23677",2
"23678",10
"23679",14
"23680",10
"23681",12
"23682",13
"23683",10
"23684",5
"23685",3
"23686",8
"23687",1
"23688",4
"23689",15
"23690",12
"23691",13
"23692",13
"23693",13
"23694",14
"23695",14
"23696",12
"23697",13
"23698",1
"23699",12
"23700",1
"23701",14
"23702",3
"23703",8
"23704",9
"23705",8
"23706",1
"23707",1
"23708",14
"23709",10
"23710",13
"23711",5
"23712",13
"23713",3
"23714",8
"23715",2
"23716",8
"23717",10
"23718",10
"23719",10
"23720",14
"23721",12
"23722",1
"23723",8
"23724",10
"23725",4
"23726",10
"23727",8
"23728",2
"23729",10
"23730",8
"23731",11
"23732",1
"23733",1
"23734",3
"23735",13
"23736",13
"23737",11
"23738",10
"23739",8
"23740",10
"23741",8
"23742",1
"23743",1
"23744",1
"23745",10
"23746",1
"23747",8
"23748",3
"23749",1
"23750",15
"23751",3
"23752",11
"23753",8
"23754",15
"23755",10
"23756",3
"23757",1
"23758",3
"23759",10
"23760",8
"23761",4
"23762",7
"23763",10
"23764",12
"23765",12
"23766",8
"23767",15
"23768",2
"23769",10
"23770",10
"23771",12
"23772",4
"23773",8
"23774",15
"23775",1
"23776",4
"23777",3
"23778",10
"23779",12
"23780",6
"23781",8
"23782",14
"23783",10
"23784",14
"23785",12
"23786",8
"23787",2
"23788",10
"23789",2
"23790",6
"23791",8
"23792",14
"23793",1
"23794",1
"23795",15
"23796",1
"23797",8
"23798",10
"23799",2
"23800",8
"23801",4
"23802",15
"23803",10
"23804",7
"23805",1
"23806",10
"23807",8
"23808",1
"23809",13
"23810",14
"23811",10
"23812",9
"23813",4
"23814",9
"23815",14
"23816",10
"23817",3
"23818",14
"23819",1
"23820",13
"23821",5
"23822",12
"23823",1
"23824",1
"23825",4
"23826",6
"23827",2
"23828",8
"23829",11
"23830",7
"23831",14
"23832",4
"23833",1
"23834",2
"23835",10
"23836",6
"23837",10
"23838",8
"23839",13
"23840",8
"23841",12
"23842",10
"23843",12
"23844",10
"23845",3
"23846",8
"23847",12
"23848",4
"23849",2
"23850",3
"23851",3
"23852",8
"23853",12
"23854",15
"23855",4
"23856",1
"23857",1
"23858",8
"23859",5
"23860",13
"23861",3
"23862",10
"23863",8
"23864",8
"23865",1
"23866",7
"23867",15
"23868",2
"23869",12
"23870",10
"23871",14
"23872",10
"23873",15
"23874",10
"23875",12
"23876",15
"23877",15
"23878",2
"23879",1
"23880",15
"23881",10
"23882",12
"23883",3
"23884",12
"23885",10
"23886",10
"23887",8
"23888",10
"23889",4
"23890",12
"23891",8
"23892",10
"23893",13
"23894",10
"23895",14
"23896",8
"23897",14
"23898",8
"23899",10
"23900",12
"23901",6
"23902",10
"23903",12
"23904",8
"23905",14
"23906",10
"23907",10
"23908",10
"23909",10
"23910",1
"23911",10
"23912",13
"23913",8
"23914",1
"23915",15
"23916",1
"23917",4
"23918",12
"23919",8
"23920",10
"23921",3
"23922",4
"23923",7
"23924",15
"23925",12
"23926",1
"23927",10
"23928",3
"23929",8
"23930",1
"23931",10
"23932",12
"23933",1
"23934",8
"23935",12
"23936",12
"23937",10
"23938",12
"23939",10
"23940",10
"23941",10
"23942",1
"23943",13
"23944",10
"23945",15
"23946",3
"23947",13
"23948",2
"23949",3
"23950",1
"23951",3
"23952",8
"23953",8
"23954",1
"23955",13
"23956",12
"23957",10
"23958",12
"23959",13
"23960",15
"23961",13
"23962",14
"23963",13
"23964",9
"23965",1
"23966",6
"23967",10
"23968",13
"23969",3
"23970",8
"23971",10
"23972",15
"23973",10
"23974",8
"23975",10
"23976",8
"23977",1
"23978",10
"23979",8
"23980",4
"23981",15
"23982",15
"23983",10
"23984",8
"23985",1
"23986",12
"23987",1
"23988",14
"23989",10
"23990",10
"23991",14
"23992",1
"23993",6
"23994",1
"23995",15
"23996",5
"23997",13
"23998",15
"23999",5
"24000",10
"24001",12
"24002",1
"24003",3
"24004",13
"24005",4
"24006",10
"24007",2
"24008",10
"24009",3
"24010",10
"24011",3
"24012",15
"24013",10
"24014",3
"24015",3
"24016",10
"24017",8
"24018",1
"24019",10
"24020",1
"24021",15
"24022",1
"24023",14
"24024",13
"24025",3
"24026",10
"24027",14
"24028",1
"24029",10
"24030",12
"24031",9
"24032",9
"24033",11
"24034",14
"24035",10
"24036",13
"24037",13
"24038",12
"24039",7
"24040",6
"24041",3
"24042",2
"24043",3
"24044",12
"24045",9
"24046",1
"24047",1
"24048",1
"24049",15
"24050",15
"24051",1
"24052",12
"24053",10
"24054",8
"24055",13
"24056",3
"24057",10
"24058",15
"24059",12
"24060",3
"24061",3
"24062",12
"24063",10
"24064",10
"24065",10
"24066",15
"24067",10
"24068",4
"24069",1
"24070",15
"24071",6
"24072",8
"24073",15
"24074",4
"24075",3
"24076",9
"24077",12
"24078",10
"24079",12
"24080",12
"24081",9
"24082",15
"24083",1
"24084",6
"24085",13
"24086",8
"24087",10
"24088",1
"24089",10
"24090",12
"24091",8
"24092",8
"24093",12
"24094",1
"24095",13
"24096",2
"24097",12
"24098",1
"24099",10
"24100",13
"24101",1
"24102",15
"24103",4
"24104",13
"24105",13
"24106",10
"24107",1
"24108",8
"24109",15
"24110",3
"24111",10
"24112",1
"24113",10
"24114",10
"24115",10
"24116",10
"24117",4
"24118",4
"24119",2
"24120",2
"24121",10
"24122",8
"24123",10
"24124",1
"24125",9
"24126",2
"24127",1
"24128",1
"24129",3
"24130",10
"24131",10
"24132",3
"24133",9
"24134",14
"24135",15
"24136",13
"24137",3
"24138",13
"24139",2
"24140",12
"24141",1
"24142",2
"24143",10
"24144",14
"24145",10
"24146",10
"24147",8
"24148",13
"24149",13
"24150",10
"24151",8
"24152",8
"24153",3
"24154",13
"24155",8
"24156",15
"24157",10
"24158",8
"24159",10
"24160",10
"24161",10
"24162",1
"24163",9
"24164",1
"24165",8
"24166",1
"24167",8
"24168",14
"24169",10
"24170",3
"24171",8
"24172",15
"24173",10
"24174",8
"24175",8
"24176",10
"24177",8
"24178",3
"24179",1
"24180",14
"24181",3
"24182",8
"24183",14
"24184",15
"24185",3
"24186",10
"24187",1
"24188",10
"24189",8
"24190",4
"24191",3
"24192",13
"24193",1
"24194",8
"24195",12
"24196",12
"24197",14
"24198",8
"24199",14
"24200",1
"24201",14
"24202",10
"24203",14
"24204",13
"24205",8
"24206",3
"24207",10
"24208",8
"24209",10
"24210",4
"24211",12
"24212",13
"24213",10
"24214",15
"24215",14
"24216",10
"24217",9
"24218",1
"24219",1
"24220",3
"24221",3
"24222",3
"24223",1
"24224",10
"24225",10
"24226",3
"24227",10
"24228",1
"24229",1
"24230",3
"24231",15
"24232",10
"24233",10
"24234",13
"24235",15
"24236",1
"24237",15
"24238",4
"24239",13
"24240",12
"24241",14
"24242",12
"24243",14
"24244",12
"24245",10
"24246",13
"24247",2
"24248",8
"24249",3
"24250",14
"24251",1
"24252",10
"24253",14
"24254",3
"24255",12
"24256",10
"24257",1
"24258",14
"24259",10
"24260",10
"24261",15
"24262",10
"24263",1
"24264",8
"24265",13
"24266",14
"24267",1
"24268",12
"24269",4
"24270",15
"24271",4
"24272",3
"24273",12
"24274",12
"24275",10
"24276",10
"24277",10
"24278",10
"24279",3
"24280",3
"24281",1
"24282",10
"24283",10
"24284",3
"24285",4
"24286",12
"24287",13
"24288",8
"24289",10
"24290",8
"24291",15
"24292",8
"24293",1
"24294",12
"24295",1
"24296",8
"24297",15
"24298",14
"24299",12
"24300",1
"24301",10
"24302",14
"24303",10
"24304",15
"24305",10
"24306",14
"24307",10
"24308",10
"24309",10
"24310",5
"24311",10
"24312",8
"24313",13
"24314",4
"24315",13
"24316",13
"24317",12
"24318",6
"24319",1
"24320",8
"24321",15
"24322",10
"24323",10
"24324",10
"24325",9
"24326",3
"24327",1
"24328",10
"24329",3
"24330",8
"24331",13
"24332",13
"24333",14
"24334",14
"24335",15
"24336",1
"24337",14
"24338",13
"24339",8
"24340",12
"24341",4
"24342",8
"24343",13
"24344",4
"24345",4
"24346",12
"24347",14
"24348",6
"24349",8
"24350",9
"24351",1
"24352",12
"24353",14
"24354",1
"24355",12
"24356",1
"24357",6
"24358",8
"24359",12
"24360",10
"24361",8
"24362",8
"24363",8
"24364",12
"24365",13
"24366",9
"24367",8
"24368",12
"24369",12
"24370",13
"24371",6
"24372",1
"24373",15
"24374",15
"24375",7
"24376",1
"24377",15
"24378",14
"24379",8
"24380",8
"24381",8
"24382",9
"24383",14
"24384",1
"24385",13
"24386",2
"24387",8
"24388",2
"24389",10
"24390",10
"24391",4
"24392",10
"24393",14
"24394",14
"24395",10
"24396",14
"24397",6
"24398",10
"24399",10
"24400",13
"24401",8
"24402",3
"24403",12
"24404",10
"24405",8
"24406",4
"24407",13
"24408",2
"24409",3
"24410",2
"24411",12
"24412",13
"24413",3
"24414",15
"24415",4
"24416",3
"24417",4
"24418",1
"24419",3
"24420",15
"24421",10
"24422",15
"24423",10
"24424",3
"24425",3
"24426",1
"24427",9
"24428",12
"24429",13
"24430",5
"24431",12
"24432",10
"24433",10
"24434",6
"24435",4
"24436",8
"24437",10
"24438",15
"24439",2
"24440",13
"24441",15
"24442",14
"24443",3
"24444",6
"24445",7
"24446",8
"24447",10
"24448",15
"24449",10
"24450",1
"24451",10
"24452",13
"24453",9
"24454",15
"24455",10
"24456",14
"24457",4
"24458",10
"24459",3
"24460",14
"24461",8
"24462",10
"24463",10
"24464",1
"24465",4
"24466",14
"24467",12
"24468",6
"24469",14
"24470",3
"24471",10
"24472",13
"24473",3
"24474",10
"24475",4
"24476",12
"24477",3
"24478",10
"24479",10
"24480",12
"24481",8
"24482",1
"24483",12
"24484",15
"24485",10
"24486",14
"24487",7
"24488",10
"24489",1
"24490",8
"24491",4
"24492",1
"24493",4
"24494",13
"24495",8
"24496",10
"24497",6
